"año";"NCODI";"camas_instalada";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2015;709,00;191;3;4;7;0;178;3;4;7;0;4;0;22;0;0;18;0;1
2015;754,00;1456;36;10;71;3;1399;36;10;71;3;20;0;204;85;0;55;60;25
2015;997,00;46;2;2;2;0;22;2;2;2;0;2;0;2;0;0;8;0;0
2015;734,00;432;8;1;12;2;355;8;1;12;2;6;2;30;15;12;0;26;0
2015;299,00;57;0;0;2;0;57;0;0;2;0;2;0;1;0;0;0;3;2
2015;645,00;50;0;0;1;0;50;0;0;1;0;1;0;0;0;0;0;0;0
2015;17,00;165;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0
2015;1046,00;147;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0
2015;420,00;29;0;0;3;0;29;0;0;3;0;4;0;0;0;0;0;0;0
2015;802,00;103;0;0;0;0;103;0;0;0;0;1;0;0;0;0;0;0;0
2015;266,00;149;2;1;10;2;149;2;1;10;2;2;1;18;0;0;0;18;0
2015;137,00;38;2;1;4;0;38;2;1;4;0;2;0;0;0;0;0;0;4
2015;769,00;75;0;0;4;0;39;0;0;3;0;2;0;16;0;0;0;0;0
2015;776,00;96;1;0;4;0;96;1;0;4;0;3;2;7;0;0;8;4;1
2015;640,00;105;1;3;6;0;75;1;3;5;0;3;0;4;0;0;8;0;0
2015;315,00;447;0;0;0;0;443;0;0;0;0;0;0;0;20;0;0;0;0
2015;40,00;299;0;0;0;0;282;0;0;0;0;0;0;0;0;0;0;0;0
2015;508,00;88;0;0;5;0;63;0;0;5;0;2;2;0;0;0;0;9;2
2015;46,00;80;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2015;590,00;126;1;4;5;0;117;1;4;5;0;4;2;10;0;0;0;0;0
2015;777,00;119;2;2;5;0;104;2;2;5;0;4;1;10;0;0;10;0;0
2015;897,00;1167;25;6;34;1;1083;25;6;34;1;11;9;87;0;0;37;12;3
2015;965,00;88;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0
2015;461,00;202;1;1;5;0;102;0;1;5;0;1;0;2;0;0;0;0;0
2015;376,00;20;1;1;2;0;20;1;1;2;0;2;0;0;0;0;0;0;0
2015;621,00;117;2;2;4;0;110;2;2;4;0;3;0;11;0;0;12;;0
2015;793,00;902;16;5;24;2;822;16;5;24;2;12;5;56;16;0;23;33;7
2015;1102,00;36;2;2;4;1;30;1;2;3;1;1;0;0;0;0;0;0;0
2015;712,00;297;3;2;8;0;236;3;2;6;0;5;0;18;0;0;5;0;0
2015;32,00;110;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0
2015;361,00;70;0;0;0;0;70;0;0;0;0;1;0;0;0;12;0;0;0
2015;486,00;40;1;1;3;0;30;0;1;3;0;1;0;0;0;0;0;0;0
2015;595,00;161;4;2;5;0;152;4;2;5;0;3;1;12;0;0;8;0;0
2015;433,00;50;2;2;2;0;44;2;2;2;0;2;0;0;0;0;0;0;0
2015;1058,00;32;0;0;2;0;20;0;0;2;0;1;0;0;0;0;0;0;0
2015;261,00;42;0;1;3;0;42;0;1;3;0;1;0;0;0;0;0;0;0
2015;730,00;204;10;2;7;0;181;8;2;4;0;6;0;12;20;0;0;22;0
2015;577,00;233;6;2;7;0;206;6;2;7;0;5;0;6;0;0;0;22;0
2015;788,00;770;27;4;25;2;736;26;4;24;2;24;0;170;0;0;1;1;5
2015;865,00;100;3;2;4;0;58;3;2;4;0;2;0;0;0;0;0;0;0
2015;979,00;24;0;0;2;0;24;0;0;1;0;1;0;0;0;0;0;0;0
2015;998,00;18;0;0;1;0;10;0;0;1;0;1;0;0;0;0;0;0;0
2015;221,00;120;1;1;3;0;90;0;0;3;0;3;0;4;;0;4;2;1
2015;506,00;75;3;2;5;0;75;3;2;5;0;2;0;0;0;0;0;0;3
2015;727,00;408;9;3;8;0;381;9;3;8;0;9;0;22;0;0;0;0;0
2015;355,00;72;0;0;2;0;72;0;0;2;0;3;0;0;0;0;0;0;0
2015;487,00;297;0;0;6;0;285;0;0;6;0;2;0;0;0;0;0;0;0
2015;938,00;1056;20;2;21;2;890;20;2;21;2;8;13;20;10;0;0;0;2
2015;886,00;113;0;0;3;0;113;0;0;2;0;1;0;0;0;0;0;6;1
2015;835,00;46;1;1;2;0;46;1;1;2;0;4;0;0;0;0;0;0;0
2015;999,00;20;0;0;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0
2015;798,00;449;16;4;14;1;368;16;4;14;1;8;0;80;0;0;10;10;2
2015;504,00;206;0;0;5;0;206;0;0;5;0;5;0;15;20;20;0;8;0
2015;247,00;41;1;1;3;0;41;1;1;3;0;6;7;6;0;0;0;5;0
2015;216,00;55;2;1;3;0;51;2;1;3;0;2;0;1;0;0;3;3;1
2015;654,00;63;1;2;5;0;63;1;2;5;0;1;0;0;0;0;5;0;0
2015;65,00;75;0;0;0;0;75;0;0;0;0;0;0;0;20;0;0;0;0
2015;472,00;78;2;1;3;0;56;1;1;2;0;2;0;4;0;10;0;0;0
2015;427,00;36;0;0;0;0;36;0;0;0;0;1;0;0;0;10;0;0;0
2015;491,00;64;2;1;2;0;60;2;1;2;0;2;0;3;0;0;8;0;0
2015;551,00;30;1;1;1;0;30;1;1;1;0;1;0;15;0;0;15;0;0
2015;106,00;120;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0
2015;819,00;137;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0
2015;836,00;20;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
2015;915,00;126;0;0;0;0;115;0;0;0;0;0;0;0;0;25;0;0;0
2015;942,00;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
2015;748,00;590;12;3;22;1;556;12;3;18;1;11;4;26;36;0;0;34;7
2015;198,00;87;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0
2015;871,00;69;1;3;4;0;67;1;3;4;0;3;0;10;0;0;11;0;0
2015;948,00;54;1;1;3;1;54;1;1;3;1;1;0;0;0;0;0;0;0
2015;1051,00;140;0;0;0;0;137;0;0;0;0;0;0;0;0;0;0;0;0
2015;1083,00;26;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
2015;1096,00;75;0;0;0;0;75;0;0;0;0;1;0;0;0;0;0;0;0
2015;679,00;840;19;1;18;1;749;18;1;18;1;22;0;46;15;12;0;0;0
2015;176,00;64;0;0;5;0;64;0;0;5;0;1;0;0;0;0;0;0;0
2015;537,00;63;0;0;6;0;42;0;0;5;0;1;0;0;0;0;3;1;1
2015;608,00;140;8;2;6;0;136;8;2;5;0;7;0;19;0;0;0;4;0
2015;596,00;140;5;1;5;0;131;5;1;4;0;5;0;10;0;0;0;0;0
2015;749,00;891;0;0;46;3;823;0;0;39;3;33;6;50;15;0;23;0;0
2015;758,00;1287;50;5;40;3;1197;41;5;40;3;12;8;60;40;0;45;30;6
2015;1104,00;964;20;2;22;3;757;18;2;22;3;15;7;81;55;14;15;18;8
2015;436,00;98;0;0;0;0;84;0;0;0;0;2;5;4;0;0;0;0;0
2015;567,00;192;0;0;11;0;89;0;0;8;0;2;0;0;50;0;0;30;3
2015;677,00;564;0;0;14;1;426;0;0;13;1;6;2;64;10;0;18;0;0
2015;670,00;180;2;0;6;0;160;2;0;6;0;3;0;12;15;0;13;0;0
2015;588,00;156;0;0;9;0;130;0;0;8;0;2;0;11;0;22;8;0;0
2015;753,00;1671;66;9;45;4;1207;50;9;31;4;15;3;96;24;0;0;41;9
2015;887,00;320;0;0;0;0;315;0;0;0;0;1;0;0;0;0;0;0;0
2015;245,00;188;5;2;10;1;188;5;2;10;1;4;0;0;0;0;0;0;0
2015;603,00;182;6;2;8;1;169;6;2;8;1;3;0;5;0;0;8;4;1
2015;426,00;80;0;0;3;0;80;0;0;3;0;4;0;0;0;0;0;0;0
2015;232,00;90;12;2;5;0;74;12;2;5;0;1;0;0;0;0;5;5;2
2015;288,00;170;0;0;7;0;170;0;0;7;0;5;0;9;0;0;0;9;2
2015;246,00;97;6;2;9;0;96;6;2;9;0;2;0;0;0;0;0;0;0
2015;284,00;138;12;1;10;1;138;8;1;10;1;4;0;0;0;0;0;0;0
2015;18,00;81;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0
2015;356,00;97;0;0;0;0;89;0;0;0;0;0;0;0;60;0;0;0;0
2015;401,00;246;0;0;0;0;246;0;0;0;0;1;0;1;0;0;0;0;0
2015;733,00;670;15;5;18;1;589;10;5;18;1;5;4;26;4;0;7;0;3
2015;243,00;76;0;0;4;0;76;0;0;4;0;2;0;0;0;0;6;0;0
2015;380,00;252;0;0;0;0;223;0;0;0;0;1;0;0;0;0;0;0;0
2015;716,00;84;0;0;9;1;82;0;0;9;1;3;0;10;0;0;0;8;0
2015;534,00;100;0;0;7;1;100;0;0;7;1;4;0;7;0;0;0;0;0
2015;185,00;92;0;0;11;1;68;0;0;11;1;2;0;0;0;0;8;0;0
2015;258,00;175;0;0;10;1;149;0;0;10;1;3;0;9;0;0;4;4;3
2015;505,00;30;0;0;3;0;30;0;0;3;0;1;0;5;0;0;4;4;3
2015;268,00;140;0;0;11;1;85;0;0;11;1;2;0;8;0;0;10;0;0
2015;602,00;157;7;2;9;1;154;7;2;9;1;2;0;3;0;0;4;0;0
2015;254,00;172;8;9;10;1;172;8;9;10;1;2;0;14;0;0;4;0;0
2015;705,00;116;14;3;7;1;116;14;3;7;1;3;0;7;0;0;3;0;0
2015;133,00;65;10;2;3;0;46;8;2;3;0;1;0;0;0;0;0;0;0
2015;33,00;96;0;0;0;0;96;0;0;0;0;0;0;0;20;0;0;0;0
2015;143,00;67;0;0;0;0;67;0;0;0;0;0;0;0;3;0;0;0;0
2015;36,00;99;0;0;0;0;99;0;0;0;0;0;0;0;20;0;0;0;0
2015;756,00;475;4;2;16;2;423;4;2;16;2;8;0;17;0;0;0;0;0
2015;662,00;594;10;3;15;1;433;10;3;13;1;6;4;19;30;0;18;0;0
2015;192,00;230;0;0;0;0;198;0;0;0;0;1;0;0;0;0;0;0;0
2015;382,00;322;0;0;0;0;300;0;0;0;0;1;0;0;0;0;0;0;0
2015;322,00;339;0;0;0;0;339;0;0;0;0;1;0;0;0;0;0;0;0
2015;478,00;133;0;0;5;0;133;0;0;5;0;4;0;0;0;0;0;0;0
2015;352,00;144;0;0;0;0;130;0;0;0;0;1;0;0;0;0;0;0;0
2015;628,00;386;7;2;13;1;358;7;2;12;1;10;5;40;0;0;0;0;0
2015;291,00;196;0;0;0;0;194;0;0;0;0;0;0;0;90;0;0;0;0
2015;495,00;122;0;0;6;0;87;0;0;6;0;3;0;;0;0;0;6;0
2015;845,00;349;16;2;12;0;294;11;2;10;0;10;4;12;30;0;0;0;0
2015;498,00;91;3;1;5;0;74;3;1;4;0;2;0;3;0;0;6;0;0
2015;314,00;202;0;0;0;0;170;0;0;0;0;1;0;0;0;0;0;0;0
2015;720,00;99;0;0;5;0;92;0;0;5;0;3;0;5;0;0;5;0;0
2015;721,00;589;14;2;18;1;413;14;2;15;1;13;3;25;30;15;13;0;0
2015;485,00;19;0;0;3;0;19;0;0;3;0;0;0;5;1;0;0;4;3
2015;273,00;235;3;1;16;1;235;3;1;14;1;3;0;1;0;0;16;0;0
2015;846,00;403;10;2;15;1;350;9;2;15;1;11;0;34;3;0;21;0;0
2015;847,00;85;0;0;9;0;80;0;0;9;0;3;0;0;0;0;0;23;3
2015;848,00;181;25;3;8;2;172;20;3;8;2;7;0;11;0;0;5;0;0
2015;916,00;99;0;0;4;0;70;0;0;3;0;2;0;16;0;0;6;0;0
2015;656,00;172;4;2;6;0;137;4;2;6;0;3;0;20;12;0;0;12;4
2015;333,00;72;2;1;5;1;72;2;1;5;1;1;0;6;0;0;0;0;0
2015;668,00;149;5;2;6;0;135;5;2;6;0;5;0;7;0;0;0;8;2
2015;684,00;193;4;2;7;0;189;4;2;7;0;6;0;14;4;0;7;0;0
2015;422,00;90;0;0;4;1;50;0;0;3;1;1;0;5;0;0;0;2;1
2015;763,00;1050;66;13;33;2;1019;66;13;32;2;22;2;48;0;0;60;3;3
2015;741,00;609;8;5;20;2;511;8;5;20;2;19;12;81;9;0;64;0;0
2015;553,00;398;22;6;11;1;379;22;6;11;1;6;1;28;0;0;0;6;0
2015;357,00;180;0;0;6;0;160;0;0;6;0;2;0;0;0;0;0;12;1
2015;899,00;70;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0
2015;900,00;13;0;0;2;0;12;0;0;2;0;1;0;0;0;0;2;0;0
2015;932,00;18;0;0;3;0;18;0;0;3;0;0;0;0;0;0;0;0;0
2015;950,00;6;0;0;1;0;6;0;0;1;0;1;0;0;0;0;0;0;0
2015;966,00;46;2;1;2;1;20;1;1;2;1;2;0;0;0;0;0;0;1
2015;967,00;15;0;0;0;0;9;0;0;0;0;0;0;20;0;0;0;0;0
2015;982,00;133;3;0;6;1;108;0;0;5;1;4;0;11;0;0;4;11;2
2015;1014,00;19;0;0;3;0;19;0;0;3;0;3;0;1;0;0;0;0;0
2015;1048,00;6;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
2015;1080,00;126;8;2;7;1;105;8;2;6;1;2;0;8;0;0;0;6;1
2015;1074,00;12;0;0;2;0;12;0;0;2;0;1;0;1;0;0;0;3;2
2015;1084,00;8;0;0;3;0;7;0;0;2;0;1;0;2;0;0;0;2;3
2015;1113,00;20;1;2;3;0;5;1;1;2;0;1;0;4;0;0;6;1;3
2015;722,00;901;74;12;29;3;901;74;12;26;3;10;3;66;0;0;12;11;2
2015;660,00;330;0;0;12;0;308;0;0;9;0;5;0;10;0;0;21;0;0
2015;75,00;96;0;0;0;0;96;0;0;0;0;0;0;0;40;0;0;0;0
2015;249,00;131;3;2;7;1;128;3;2;7;1;3;0;1;0;0;7;0;0
2015;275,00;94;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0
2015;227,00;118;6;2;11;1;118;6;2;11;1;2;0;0;0;0;0;15;2
2015;150,00;76;0;0;4;0;76;0;0;4;0;2;0;0;0;0;4;0;0
2015;47,00;50;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0
2015;172,00;142;0;0;6;0;142;0;0;6;0;1;0;6;0;0;6;0;1
2015;581,00;105;3;2;4;0;103;3;2;4;0;4;0;1;0;0;1;0;0
2015;120,00;39;0;0;1;0;39;0;0;1;0;1;0;0;0;0;0;1;1
2015;445,00;164;0;0;2;0;164;0;0;2;0;0;0;0;0;0;0;0;0
2015;471,00;319;0;0;7;0;277;0;0;7;0;2;0;0;0;0;0;0;0
2015;53,00;80;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2015;199,00;175;0;0;3;0;175;0;0;3;0;1;0;0;0;0;4;0;0
2015;575,00;175;6;7;10;0;175;6;7;10;0;4;0;9;0;0;9;0;0
2015;528,00;96;6;3;5;0;96;6;3;4;0;3;1;2;0;0;5;0;0
2015;631,00;287;6;2;6;0;271;6;2;6;0;4;2;12;0;0;6;0;1
2015;699,00;394;0;0;10;0;370;0;0;10;0;9;2;36;0;0;37;0;0
2015;823,00;30;0;0;3;0;30;0;0;3;0;2;0;0;0;0;3;0;0
2015;849,00;142;0;0;5;0;94;0;0;5;0;3;0;0;0;0;6;0;0
2015;869,00;100;0;0;4;0;90;0;0;4;0;3;0;0;0;0;0;0;0
2015;955,00;50;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0
2015;983,00;222;0;0;0;0;222;0;0;0;0;0;0;0;0;0;0;0;0
2015;1002,00;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
2015;1015,00;651;14;8;25;2;542;14;8;25;2;22;0;69;0;0;43;0;0
2015;51,00;28;0;0;0;0;28;0;0;0;0;0;0;0;32;0;0;0;0
2015;441,00;193;0;0;7;0;193;0;0;7;0;3;0;0;0;0;0;0;0
2015;327,00;208;0;0;0;0;208;0;0;0;0;0;0;0;40;20;0;0;0
2015;690,00;241;4;2;15;1;220;4;2;15;1;3;0;24;0;0;2;0;0
2015;262,00;88;2;2;7;0;75;2;2;7;0;2;0;3;0;0;0;6;0
2015;403,00;7;0;0;3;0;7;0;0;3;0;1;0;0;0;0;0;0;0
2015;312,00;148;0;0;0;0;148;0;0;0;0;0;0;0;15;0;0;0;0
2015;589,00;91;2;1;4;0;87;2;1;4;0;6;0;6;0;0;6;0;0
2015;665,00;190;3;2;5;0;174;3;2;5;0;4;0;0;0;0;0;0;0
2015;334,00;21;0;0;0;0;21;0;0;0;0;0;0;1;1;1;0;0;0
2015;1075,00;1097;26;4;31;1;957;26;4;31;1;9;4;76;139;0;0;23;0
2015;751,00;854;11;3;22;1;830;11;3;22;1;10;3;80;20;0;0;23;4
2015;186,00;49;1;0;3;1;49;1;0;3;1;3;0;0;0;0;0;0;0
2015;646,00;101;2;1;2;0;101;2;1;2;0;3;0;10;;0;2;1;2
2015;536,00;79;1;1;3;0;79;1;1;3;0;5;0;8;0;0;3;1;1
2015;242,00;49;2;1;2;0;49;1;1;2;0;2;0;0;0;0;0;0;0
2015;930,00;91;3;2;4;1;80;3;2;4;1;1;0;8;0;0;0;4;0
2015;954,00;406;14;3;11;0;307;14;3;9;0;5;2;20;0;0;12;0;0
2015;943,00;86;3;1;5;0;86;3;1;5;0;3;0;8;0;0;8;0;0
2015;949,00;1308;46;8;50;3;1180;44;8;45;3;22;8;118;68;8;48;0;0
2015;980,00;116;14;2;6;1;116;14;2;6;1;3;0;7;0;0;6;0;0
2015;981,00;53;0;0;5;0;48;0;0;5;0;1;0;1;0;0;12;8;2
2015;1024,00;252;14;2;16;1;167;9;2;12;1;2;0;26;0;0;0;17;0
2015;1017,00;43;0;0;0;0;43;0;0;0;0;0;0;10;0;0;0;0;0
2015;1000,00;198;0;0;12;1;160;0;0;9;1;3;0;34;0;0;7;0;0
2015;1018,00;152;4;4;8;1;122;3;4;8;0;2;0;17;1;1;0;0;0
2015;1001,00;100;7;2;10;1;58;6;2;9;1;2;0;0;0;0;0;0;0
2015;1007,00;271;12;7;12;0;259;10;7;10;0;10;0;18;30;0;0;20;4
2015;1008,00;220;8;3;7;0;208;8;3;7;0;5;0;23;0;0;0;20;0
2015;1009,00;269;11;8;13;0;245;11;5;12;0;8;0;50;16;0;21;9;0
2015;1010,00;132;9;3;5;0;129;9;3;5;0;4;0;13;0;0;0;18;0
2015;1011,00;98;4;2;5;0;92;4;2;4;0;3;0;9;0;0;18;0;0
2015;1012,00;188;8;8;9;0;175;6;6;9;0;5;0;24;0;0;0;13;0
2015;1013,00;613;24;12;20;2;534;24;12;17;2;10;0;62;25;0;42;0;0
2015;1041,00;160;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0
2015;1073,00;250;7;8;10;1;153;7;8;10;1;3;1;20;15;0;12;26;10
2015;1087,00;310;6;6;12;1;277;4;6;12;1;4;0;56;0;0;0;0;0
2015;1109,00;164;5;4;9;1;134;4;4;9;1;3;0;31;0;0;0;4;0
2015;1110,00;153;8;6;8;1;82;6;6;8;1;5;0;6;0;0;2;2;2
2015;1112,00;20;0;0;3;0;10;0;0;3;0;1;0;4;0;0;0;0;0
2015;789,00;368;0;0;0;0;368;0;0;0;0;0;0;0;0;0;0;0;0
2015;326,00;129;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0
2015;442,00;104;6;3;7;1;104;6;3;7;1;1;0;1;0;0;0;1;2
2015;294,00;128;5;1;5;1;128;5;1;5;1;1;0;9;0;0;1;0;0
2015;378,00;59;3;2;5;0;42;3;2;5;0;1;0;2;0;0;0;3;0
2015;402,00;99;0;0;7;1;68;0;0;7;1;3;0;0;0;0;0;0;0
2015;29,00;185;0;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0
2015;450,00;32;0;0;4;0;3;0;0;4;0;1;0;0;0;0;5;0;0
2015;490,00;194;0;0;5;0;172;0;0;4;0;2;0;1;0;15;15;0;0
2015;500,00;105;3;2;5;1;105;2;2;5;1;4;0;9;0;0;0;0;0
2015;206,00;48;0;0;3;0;48;0;0;3;0;1;0;0;0;0;0;0;0
2015;58,00;36;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0
2015;572,00;436;12;4;11;0;364;12;4;9;0;10;0;17;50;0;12;0;0
2015;180,00;92;0;0;2;0;83;0;0;2;0;1;0;0;0;0;0;0;0
2015;549,00;103;3;2;3;0;103;3;2;3;0;6;0;6;0;0;0;0;0
2015;582,00;105;3;1;3;0;96;3;1;3;0;3;0;4;0;0;2;0;0
2015;743,00;457;15;2;14;1;434;15;2;13;1;7;3;41;0;0;20;0;0
2015;795,00;120;0;0;5;0;111;0;0;5;0;1;0;0;0;0;7;8;0
2015;269,00;24;0;0;3;0;24;0;0;3;0;1;0;0;0;0;0;0;0
2015;634,00;269;0;0;6;0;201;0;0;6;0;3;0;6;0;0;0;0;0
2015;1,00;66;2;1;4;0;46;2;1;4;0;1;0;2;0;0;0;0;0
2015;717,00;214;8;2;5;0;201;8;2;4;0;4;0;7;15;0;8;0;0
2015;373,00;140;0;0;0;0;138;0;0;0;0;1;0;0;0;0;0;0;0
2015;535,00;176;3;3;7;0;154;3;3;5;0;7;0;9;20;0;0;14;0
2015;824,00;991;32;6;33;2;944;32;6;27;2;43;8;113;12;0;46;1;1
2015;888,00;90;2;1;3;0;90;2;1;3;0;2;0;0;0;0;0;0;0
2015;902,00;19;0;0;1;0;19;0;0;1;0;1;0;0;0;0;0;0;0
2015;968,00;42;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0
2015;346,00;206;0;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;0
2015;27,00;97;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0
2015;165,00;44;2;1;2;1;44;2;1;2;0;1;0;2;0;0;0;0;0
2015;956,00;495;12;2;12;0;466;12;2;9;0;9;0;16;12;0;0;19;0
2015;413,00;53;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0
2015;149,00;69;0;0;3;0;66;0;0;3;0;1;0;0;0;0;0;16;0
2015;612,00;168;7;3;7;1;163;7;3;7;1;9;0;6;0;0;0;0;0
2015;559,00;116;0;0;4;0;83;0;0;3;0;1;0;0;0;0;1;0;0
2015;7,00;138;0;0;5;0;125;0;0;5;0;1;0;0;0;0;0;0;0
2015;283,00;162;0;0;8;1;162;0;0;8;1;6;0;6;0;0;0;0;0
2015;37,00;64;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0
2015;153,00;195;0;0;8;1;161;0;0;8;1;8;0;0;0;0;0;0;0
2015;547,00;292;4;5;9;0;230;4;5;7;0;5;0;19;0;0;1;2;1
2015;397,00;80;0;0;0;0;80;0;0;0;0;2;0;0;0;18;0;0;0
2015;556,00;131;6;4;5;0;127;6;4;5;0;4;0;15;0;0;0;0;0
2015;42,00;80;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2015;31,00;241;0;0;0;0;241;0;0;0;0;1;0;;0;35;0;0;0
2015;740,00;899;40;8;21;1;782;40;8;20;1;14;4;38;45;0;32;0;0
2015;217,00;84;0;0;3;0;36;0;0;3;0;1;0;0;0;0;0;0;0
2015;863,00;60;1;1;3;0;20;1;1;2;0;1;0;0;0;0;0;0;0
2015;889,00;876;0;0;22;2;753;0;0;16;2;12;7;64;0;0;0;24;4
2015;984,00;147;0;0;5;0;127;0;0;5;0;3;0;0;0;0;0;0;0
2015;1106,00;12;0;0;2;0;12;0;0;2;0;1;0;0;0;0;0;0;0
2015;34,00;70;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0
2015;791,00;120;2;1;5;0;120;0;1;5;0;3;0;0;0;0;0;0;0
2015;181,00;77;0;0;0;0;77;0;0;0;0;1;0;1;0;0;0;0;0
2015;430,00;14;0;0;1;0;14;0;0;1;0;1;0;0;0;0;0;0;0
2015;715,00;573;3;2;12;1;393;3;2;12;1;10;0;23;0;0;0;0;0
2015;521,00;52;0;0;3;0;44;0;0;3;0;4;0;0;0;0;0;0;1
2015;524,00;194;2;1;9;1;194;2;1;9;1;2;0;5;0;0;0;6;2
2015;432,00;40;0;0;2;0;18;0;0;2;0;1;0;0;0;0;2;2;2
2015;19,00;24;3;1;2;0;24;3;1;2;0;0;0;0;0;0;0;0;0
2015;25,00;48;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0
2015;26,00;84;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0
2015;890,00;606;18;2;17;1;576;18;2;17;1;21;4;48;20;0;0;14;0
2015;904,00;123;0;1;3;0;111;0;1;3;0;3;0;2;0;0;0;0;0
2015;957,00;1270;30;12;36;2;1184;23;5;34;2;18;3;120;20;0;40;35;12
2015;939,00;933;18;3;26;2;873;18;3;26;2;19;1;19;27;0;0;37;6
2015;236,00;106;1;1;5;0;99;1;1;5;0;0;0;8;0;0;15;0;0
2015;735,00;904;38;6;22;1;780;38;6;19;1;8;6;62;45;;0;10;2
2015;146,00;271;0;0;0;0;271;0;0;0;0;1;0;0;0;0;0;0;0
2015;363,00;163;0;0;6;1;163;0;0;6;1;1;0;0;0;0;0;0;0
2015;187,00;190;0;0;4;1;190;0;0;4;1;2;0;5;0;0;0;0;0
2015;265,00;71;0;0;2;0;71;0;0;2;0;5;0;0;0;0;0;0;0
2015;295,00;88;0;0;5;0;53;0;0;5;0;2;0;6;0;0;0;0;0
2015;496,00;256;4;2;5;1;157;2;2;4;1;3;0;0;0;0;0;0;0
2015;77,00;99;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0
2015;391,00;31;0;0;2;0;31;0;0;2;0;1;0;0;0;0;0;0;0
2015;240,00;198;2;1;4;0;157;2;1;4;0;2;0;1;0;0;0;4;0
2015;448,00;40;0;1;2;0;40;0;1;2;0;1;0;0;0;0;0;0;0
2015;151,00;144;0;0;0;0;144;0;0;0;0;1;0;0;0;0;0;0;0
2015;425,00;32;3;1;2;0;28;3;1;2;0;1;0;0;0;0;0;0;0
2015;300,00;49;0;0;2;0;49;0;0;2;0;2;0;0;0;0;0;0;0
2015;339,00;104;1;1;5;1;55;1;1;5;1;3;0;0;0;0;0;0;0
2015;826,00;102;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0
2015;874,00;198;3;2;5;0;198;3;2;5;0;6;1;3;0;0;0;0;0
2015;905,00;832;18;4;21;3;785;18;4;18;3;7;5;39;0;0;0;25;7
2015;736,00;986;22;3;32;2;935;22;3;32;2;16;0;39;72;0;58;0;0
2015;459,00;30;0;0;2;0;30;0;0;2;0;1;0;0;0;0;0;0;0
2015;320,00;136;0;0;4;0;120;0;0;4;0;1;0;0;0;1;0;6;4
2015;45,00;389;0;0;0;0;389;0;0;0;0;0;0;0;140;57;0;0;0
2015;618,00;132;2;1;5;0;115;2;1;5;0;5;1;12;0;0;20;0;0
2015;463,00;301;0;2;10;0;247;0;0;7;0;6;3;39;15;0;22;0;0
2015;891,00;105;0;3;7;0;91;0;3;7;0;3;0;0;0;0;0;0;0
2015;958,00;375;10;2;10;0;316;10;2;9;0;10;0;30;0;10;18;0;0
2015;244,00;48;1;1;2;0;48;1;1;2;0;2;0;4;0;0;0;0;0
2015;28,00;56;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0
