"año";"NCODI";"camas instaladas";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2011;182,00;"Menos de 200 camas";5;1;7;0;138;5;1;7;0;3;0;0;0;0;0;9;1
2011;633,00;"Menos de 200 camas";0;0;5;0;140;0;0;5;0;2;0;0;0;0;0;23;0
2011;685,00;"200 - 500 camas";6;2;6;0;219;6;2;6;0;4;0;12;20;0;0;0;0
2011;683,00;"Menos de 200 camas";4;3;5;0;124;4;3;5;0;3;0;4;0;0;4;0;0
2011;945,00;"Menos de 200 camas";3;2;4;0;36;3;2;4;0;3;0;0;0;0;0;10;0
2011;953,00;"Menos de 200 camas";0;0;4;0;2;0;0;2;0;0;0;0;0;0;6;0;0
2011;1022,00;"Menos de 200 camas";0;0;2;0;18;0;0;1;0;5;0;0;0;0;0;0;0
2011;1049,00;"Menos de 200 camas";0;0;2;0;4;0;0;2;0;2;0;0;0;0;0;12;2
2011;794,00;"Más de 1.000 camas";21;3;30;3;1440;21;3;30;3;13;5;67;25;0;30;0;0
2011;415,00;"Menos de 200 camas";0;0;4;0;56;0;0;4;0;1;0;24;0;0;0;0;0
2011;592,00;"Menos de 200 camas";0;1;6;0;96;0;1;6;0;2;0;0;0;0;0;0;0
2011;497,00;"Menos de 200 camas";0;0;5;1;165;0;0;5;1;2;0;0;0;0;0;0;0
2011;726,00;"200 - 500 camas";16;2;12;0;404;16;2;12;0;9;1;28;15;0;0;8;4
2011;272,00;"200 - 500 camas";0;0;4;0;226;0;0;4;0;2;0;0;0;0;0;0;0
2011;805,00;"Más de 1.000 camas";33;3;30;2;1368;33;3;30;2;16;1;35;50;0;0;0;4
2011;5,00;"Menos de 200 camas";0;0;8;0;39;0;0;8;0;2;0;5;0;0;10;0;0
2011;234,00;"Menos de 200 camas";5;2;5;0;91;2;2;5;0;1;0;7;0;0;0;0;0
2011;64,00;"Menos de 200 camas";0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0
2011;842,00;"Menos de 200 camas";2;1;4;0;80;1;1;4;0;3;0;0;0;0;9;0;0
2011;843,00;"Menos de 200 camas";2;1;3;0;79;2;1;3;0;3;0;3;0;0;0;0;0
2011;1025,00;"Menos de 200 camas";9;2;9;1;148;9;2;9;1;4;0;0;0;0;0;0;0
2011;803,00;"200 - 500 camas";10;2;10;0;388;8;2;9;0;7;1;23;0;0;14;0;0
2011;211,00;"Menos de 200 camas";1;1;3;0;60;0;1;3;0;2;0;0;0;0;0;0;0
2011;773,00;"200 - 500 camas";18;3;11;1;383;18;3;11;1;3;0;42;0;0;0;0;1
2011;424,00;"Menos de 200 camas";2;1;3;0;44;2;1;3;0;1;0;4;0;0;6;0;1
2011;298,00;"Menos de 200 camas";4;1;7;1;116;4;1;7;1;6;0;2;0;0;10;0;0
2011;594,00;"Menos de 200 camas";2;1;3;0;18;2;1;3;0;1;0;0;0;0;14;14;1
2011;237,00;"Menos de 200 camas";0;0;3;0;97;0;0;3;0;2;0;0;0;25;0;0;0
2011;16,00;"Menos de 200 camas";0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0
2011;768,00;"Menos de 200 camas";1;1;2;0;72;1;1;2;0;3;0;6;0;25;5;0;0
2011;617,00;"Menos de 200 camas";3;5;6;0;152;3;5;5;0;3;0;10;0;0;0;15;0
2011;297,00;"Menos de 200 camas";1;1;3;0;42;1;1;3;0;1;0;0;0;0;0;0;0
2011;105,00;"Menos de 200 camas";0;0;0;0;63;0;0;0;0;0;0;0;0;10;0;0;0
2011;544,00;"Menos de 200 camas";2;1;4;0;142;2;1;4;0;4;0;0;0;17;0;0;0
2011;804,00;"Menos de 200 camas";2;4;5;0;114;2;4;5;0;3;0;11;0;0;15;0;0
2011;470,00;"Menos de 200 camas";4;1;2;1;94;4;1;2;1;2;0;2;0;60;0;0;0
2011;104,00;"Menos de 200 camas";0;0;0;0;110;0;0;0;0;0;0;0;50;0;0;0;0
2011;20,00;"Menos de 200 camas";0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0
2011;550,00;"Menos de 200 camas";2;1;4;0;90;2;1;4;0;6;0;0;0;0;0;6;0
2011;112,00;"Menos de 200 camas";0;0;0;0;24;0;0;0;0;0;0;0;0;25;0;0;0
2011;818,00;"Menos de 200 camas";0;0;0;0;105;0;0;0;0;0;0;0;0;19;0;0;0
2011;914,00;"Menos de 200 camas";0;0;0;0;123;0;0;0;0;0;0;0;0;40;0;0;0
2011;928,00;"Menos de 200 camas";0;0;0;0;36;0;0;0;0;0;0;19;0;0;0;0;0
2011;964,00;"200 - 500 camas";4;3;5;0;219;4;3;5;0;3;0;12;0;0;6;0;0
2011;1026,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;0;20;0;0;0
2011;1068,00;"Menos de 200 camas";0;0;0;0;140;0;0;0;0;0;0;0;0;32;0;0;0
2011;738,00;"501 - 1000 camas";18;6;18;0;499;18;6;18;0;13;3;89;0;0;46;0;4
2011;404,00;"Menos de 200 camas";0;0;2;0;169;0;0;1;0;1;0;0;0;0;0;0;1
2011;274,00;"Menos de 200 camas";1;1;6;1;77;1;1;6;1;5;0;5;10;0;0;0;0
2011;270,00;"Menos de 200 camas";1;2;6;1;92;1;2;6;1;2;0;7;0;0;0;0;0
2011;676,00;"Menos de 200 camas";5;2;5;0;123;5;2;5;0;7;0;11;0;0;15;0;1
2011;709,00;"200 - 500 camas";3;4;7;0;166;3;4;7;0;5;0;16;10;0;11;11;7
2011;754,00;"501 - 1000 camas";18;4;50;2;899;18;4;50;2;12;0;122;85;0;0;60;19
2011;997,00;"Menos de 200 camas";2;2;2;0;24;2;2;2;0;2;0;2;0;0;8;0;0
2011;734,00;"200 - 500 camas";8;1;12;2;403;8;1;12;2;6;2;30;15;12;0;26;0
2011;299,00;"Menos de 200 camas";0;0;2;0;54;0;0;2;0;2;0;1;0;0;0;3;2
2011;645,00;"Menos de 200 camas";1;1;1;0;51;1;1;1;0;1;0;0;0;0;0;0;0
2011;17,00;"Menos de 200 camas";0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0
2011;1046,00;"Menos de 200 camas";0;0;0;0;118;0;0;0;0;0;0;0;0;18;0;0;0
2011;420,00;"Menos de 200 camas";0;0;3;0;31;0;0;3;0;5;0;0;0;0;0;0;0
2011;802,00;"Menos de 200 camas";0;0;0;0;102;0;0;0;0;1;0;0;0;0;0;0;0
2011;266,00;"Menos de 200 camas";2;2;9;2;149;2;2;9;1;3;0;18;0;0;18;18;9
2011;580,00;"Menos de 200 camas";2;1;5;0;60;2;1;5;0;3;0;0;0;0;0;0;3
2011;137,00;"Menos de 200 camas";2;1;4;0;38;2;1;4;0;2;0;0;0;0;0;0;0
2011;769,00;"Menos de 200 camas";0;0;4;0;75;0;0;4;0;2;0;16;0;0;1;0;0
2011;776,00;"Menos de 200 camas";0;0;4;0;111;0;0;4;0;5;1;0;0;0;0;3;1
2011;640,00;"Menos de 200 camas";2;1;3;0;74;2;1;3;0;3;0;7;0;0;1;0;1
2011;315,00;"200 - 500 camas";0;0;0;0;469;0;0;0;0;0;0;0;30;0;0;0;0
2011;40,00;"200 - 500 camas";0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2011;508,00;"Menos de 200 camas";0;0;5;0;63;0;0;5;0;2;0;0;0;0;0;9;2
2011;46,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2011;590,00;"Menos de 200 camas";2;2;5;0;130;2;2;5;0;2;1;4;0;0;1;4;1
2011;777,00;"Menos de 200 camas";2;2;4;0;121;2;2;4;0;2;1;9;0;0;12;0;1
2011;897,00;"Más de 1.000 camas";24;6;30;1;1115;24;6;30;1;13;8;60;37;0;15;6;4
2011;965,00;"Menos de 200 camas";0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0
2011;671,00;"200 - 500 camas";12;2;7;0;246;9;2;7;0;6;0;10;0;0;7;0;0
2011;461,00;"200 - 500 camas";1;1;5;0;202;1;1;5;0;2;0;1;0;0;0;0;1
2011;376,00;"Menos de 200 camas";1;1;2;0;20;1;1;2;0;2;0;0;0;0;0;0;0
2011;621,00;"Menos de 200 camas";2;2;4;0;109;2;2;4;0;4;0;8;0;0;12;0;0
2011;793,00;"501 - 1000 camas";24;3;20;2;570;24;3;16;2;6;5;36;16;0;25;23;8
2011;324,00;"Menos de 200 camas";0;0;1;0;4;0;0;1;0;2;0;0;0;0;0;0;0
2011;712,00;"200 - 500 camas";3;2;8;0;238;3;2;6;0;5;0;20;1;1;6;0;0
2011;32,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0
2011;361,00;"Menos de 200 camas";0;0;0;0;70;0;0;0;0;1;0;0;0;12;0;0;0
2011;486,00;"Menos de 200 camas";1;1;3;0;18;0;1;3;0;1;0;0;0;0;0;0;0
2011;595,00;"Menos de 200 camas";4;2;5;0;153;4;2;4;0;3;1;12;0;0;8;0;0
2011;433,00;"Menos de 200 camas";2;2;2;0;45;2;2;2;0;2;0;0;0;0;0;0;0
2011;1058,00;"Menos de 200 camas";0;0;2;0;20;0;0;2;0;1;0;0;0;0;0;0;0
2011;261,00;"Menos de 200 camas";1;1;3;0;42;1;1;3;0;1;0;0;0;0;0;0;0
2011;730,00;"200 - 500 camas";10;2;7;0;192;6;2;4;0;6;0;12;20;0;22;0;0
2011;577,00;"200 - 500 camas";6;2;7;0;233;6;2;7;0;5;0;6;0;0;0;22;0
2011;788,00;"501 - 1000 camas";18;4;25;1;745;18;4;25;1;24;0;35;0;0;1;1;5
2011;865,00;"Menos de 200 camas";4;2;4;0;57;4;1;1;0;2;0;0;0;0;12;0;0
2011;979,00;"Menos de 200 camas";0;0;2;0;16;0;0;2;0;0;0;2;0;0;0;0;0
2011;998,00;"Menos de 200 camas";0;0;1;0;10;0;0;1;0;1;0;0;0;0;0;0;0
2011;221,00;"Menos de 200 camas";0;0;3;0;110;0;0;3;0;1;0;0;0;0;0;0;0
2011;462,00;"Menos de 200 camas";0;0;1;0;45;0;0;1;0;2;0;0;0;0;0;0;0
2011;506,00;"Menos de 200 camas";3;2;5;0;104;3;2;5;0;2;0;0;0;0;0;0;0
2011;727,00;"200 - 500 camas";9;3;8;0;391;9;3;8;0;8;0;22;0;0;0;0;0
2011;355,00;"Menos de 200 camas";0;0;2;0;87;0;0;2;0;3;0;0;0;0;0;0;0
2011;487,00;"200 - 500 camas";0;0;6;0;285;0;0;6;0;2;0;0;0;0;0;0;0
2011;938,00;"Más de 1.000 camas";14;5;19;2;870;14;5;19;2;6;11;20;10;0;0;0;2
2011;886,00;"Menos de 200 camas";0;0;3;0;114;0;0;2;0;1;0;3;0;0;0;6;1
2011;835,00;"Menos de 200 camas";1;1;2;0;45;1;1;2;0;4;0;1;0;0;0;0;0
2011;999,00;"Menos de 200 camas";0;0;0;0;9;0;0;0;0;1;0;0;0;0;0;0;0
2011;798,00;"200 - 500 camas";16;3;14;1;447;16;3;14;1;9;0;40;0;0;5;10;2
2011;504,00;"Menos de 200 camas";0;0;5;0;194;0;0;5;0;5;0;15;30;20;0;8;0
2011;247,00;"Menos de 200 camas";0;0;3;0;36;0;0;3;0;6;0;4;0;0;0;4;2
2011;216,00;"Menos de 200 camas";2;1;3;0;55;2;1;3;0;2;0;1;0;0;3;3;1
2011;654,00;"Menos de 200 camas";3;2;5;0;62;1;2;4;0;1;0;0;0;0;5;0;0
2011;65,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;0;0;0;20;0;0;0;0
2011;472,00;"Menos de 200 camas";2;1;3;0;58;2;1;2;0;2;0;4;0;10;0;0;1
2011;427,00;"Menos de 200 camas";0;0;0;0;24;0;0;0;0;1;0;0;0;10;0;0;0
2011;491,00;"Menos de 200 camas";2;1;2;0;65;2;1;2;0;2;0;2;0;0;8;0;0
2011;551,00;"Menos de 200 camas";1;1;1;0;30;1;1;1;0;1;0;15;0;0;15;0;0
2011;106,00;"Menos de 200 camas";0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0
2011;819,00;"Menos de 200 camas";0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0
2011;836,00;"Menos de 200 camas";0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
2011;915,00;"Menos de 200 camas";0;0;0;0;119;0;0;0;0;0;0;0;0;25;0;0;0
2011;942,00;"Menos de 200 camas";0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
2011;748,00;"501 - 1000 camas";12;4;23;1;559;12;4;17;1;13;4;24;1;0;0;20;4
2011;198,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;1;0;0;0;0;0;0;0
2011;871,00;"Menos de 200 camas";1;3;4;0;86;1;3;4;0;3;0;13;0;0;11;0;0
2011;948,00;"Menos de 200 camas";1;1;3;1;48;1;1;3;1;1;0;0;0;0;0;0;0
2011;1051,00;"Menos de 200 camas";0;0;0;0;137;0;0;0;0;0;0;0;0;0;0;0;0
2011;1083,00;"Menos de 200 camas";0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
2011;679,00;"501 - 1000 camas";19;1;18;0;721;19;1;18;0;22;0;46;15;12;0;18;4
2011;176,00;"Menos de 200 camas";0;0;5;0;64;0;0;5;0;1;0;1;0;0;0;0;0
2011;537,00;"Menos de 200 camas";0;0;6;0;42;0;0;5;0;1;0;0;0;0;3;2;1
2011;608,00;"Menos de 200 camas";8;2;6;0;126;8;2;5;0;7;0;1;0;0;0;4;0
2011;596,00;"Menos de 200 camas";5;1;5;0;135;5;1;4;0;5;0;10;0;0;0;0;0
2011;749,00;"Más de 1.000 camas";0;0;46;3;1022;0;0;38;3;33;6;50;15;0;15;0;0
2011;758,00;"Más de 1.000 camas";50;5;38;3;1282;50;5;38;3;15;14;60;0;0;30;15;2
2011;724,00;"501 - 1000 camas";20;2;31;3;657;12;1;23;3;17;7;27;16;14;15;18;8
2011;436,00;"Menos de 200 camas";0;0;0;0;89;0;0;0;0;2;4;4;0;0;0;0;0
2011;567,00;"Menos de 200 camas";0;0;11;0;109;0;0;7;0;2;0;0;50;0;0;30;3
2011;677,00;"501 - 1000 camas";0;0;14;1;448;0;0;13;1;6;2;50;10;0;18;0;0
2011;670,00;"Menos de 200 camas";2;0;6;0;169;2;0;6;0;3;0;12;15;0;13;0;0
2011;588,00;"Menos de 200 camas";0;0;9;0;135;0;0;8;0;2;0;11;0;22;8;0;0
2011;446,00;"Menos de 200 camas";0;0;3;0;75;0;0;2;0;1;0;19;0;0;11;0;0
2011;753,00;"Más de 1.000 camas";66;9;45;5;1416;60;9;32;5;18;3;96;24;0;0;17;3
2011;887,00;"200 - 500 camas";0;0;0;0;316;0;0;0;0;1;0;0;0;0;0;0;0
2011;388,00;"Menos de 200 camas";0;0;2;0;34;0;0;1;0;1;0;2;0;0;0;0;0
2011;585,00;"Menos de 200 camas";0;0;3;0;61;0;0;3;0;3;0;0;0;0;0;0;0
2011;245,00;"Menos de 200 camas";5;2;9;1;191;5;2;9;1;4;0;0;0;0;0;0;0
2011;603,00;"Menos de 200 camas";0;0;6;1;171;0;0;6;1;3;0;5;0;0;8;4;1
2011;426,00;"Menos de 200 camas";0;0;3;0;80;0;0;3;0;0;0;0;0;0;0;0;0
2011;232,00;"Menos de 200 camas";10;2;7;0;85;10;2;7;0;2;0;0;0;0;6;0;1
2011;288,00;"Menos de 200 camas";0;0;7;0;146;0;0;7;0;3;0;2;0;0;0;9;2
2011;246,00;"Menos de 200 camas";6;2;8;0;96;6;2;8;0;3;0;0;0;0;0;0;0
2011;284,00;"Menos de 200 camas";11;1;10;1;136;9;1;10;1;4;0;0;0;0;0;0;0
2011;18,00;"Menos de 200 camas";0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0
2011;356,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;60;0;0;0;0
2011;401,00;"200 - 500 camas";0;0;0;0;388;0;0;0;0;0;0;0;0;0;0;0;0
2011;733,00;"501 - 1000 camas";15;5;15;1;626;11;5;15;1;10;4;20;3;0;0;0;3
2011;243,00;"Menos de 200 camas";0;0;4;0;80;0;0;4;0;3;0;0;0;0;0;0;0
2011;380,00;"200 - 500 camas";0;0;3;0;237;0;0;0;0;1;0;0;0;0;0;0;0
2011;716,00;"Menos de 200 camas";0;0;9;0;97;0;0;9;0;3;0;10;0;0;0;0;0
2011;534,00;"Menos de 200 camas";0;0;7;1;100;0;0;7;1;4;0;7;0;0;0;0;0
2011;185,00;"Menos de 200 camas";0;0;11;1;68;0;0;11;1;2;0;0;0;0;8;0;0
2011;258,00;"Menos de 200 camas";0;0;10;1;184;0;0;10;1;3;0;9;0;0;4;4;0
2011;505,00;"Menos de 200 camas";0;0;4;0;36;0;0;4;0;3;0;6;0;0;0;0;4
2011;268,00;"Menos de 200 camas";0;0;11;1;132;0;0;10;1;6;0;8;0;0;8;0;0
2011;602,00;"Menos de 200 camas";7;2;9;1;150;7;2;9;1;2;0;3;0;0;4;0;0
2011;254,00;"Menos de 200 camas";8;9;10;1;172;8;9;10;1;2;0;5;0;0;0;0;0
2011;705,00;"Menos de 200 camas";12;3;7;1;110;12;3;7;1;6;0;7;0;0;3;0;0
2011;133,00;"Menos de 200 camas";10;2;2;0;46;7;2;2;0;1;0;0;0;0;0;0;0
2011;33,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;20;0;0;0;0
2011;143,00;"Menos de 200 camas";0;0;0;0;53;0;0;0;0;0;0;0;3;0;0;0;0
2011;36,00;"Menos de 200 camas";0;0;0;0;99;0;0;0;0;0;0;0;30;0;0;0;0
2011;756,00;"501 - 1000 camas";3;2;16;2;495;3;2;16;2;9;0;24;0;0;0;0;0
2011;662,00;"501 - 1000 camas";10;3;15;0;525;10;3;15;0;14;7;18;30;0;14;0;0
2011;192,00;"200 - 500 camas";0;0;0;0;193;0;0;0;0;1;0;0;0;0;0;0;0
2011;382,00;"200 - 500 camas";0;0;0;0;300;0;0;0;0;1;0;0;0;0;0;0;0
2011;322,00;"501 - 1000 camas";0;0;0;0;542;0;0;0;0;1;0;0;0;0;0;0;0
2011;478,00;"Menos de 200 camas";0;0;5;0;106;0;0;5;0;4;0;0;0;0;0;0;0
2011;352,00;"Menos de 200 camas";0;0;0;0;137;0;0;0;0;1;0;0;0;17;0;0;0
2011;628,00;"200 - 500 camas";10;2;12;1;359;10;2;9;1;10;5;40;0;0;0;0;0
2011;291,00;"Menos de 200 camas";0;0;0;0;190;0;0;0;0;0;0;0;150;0;0;0;0
2011;495,00;"Menos de 200 camas";0;0;6;0;85;0;0;6;0;3;0;0;0;0;0;6;0
2011;845,00;"200 - 500 camas";17;2;12;0;371;17;2;11;0;10;4;12;30;0;0;0;0
2011;498,00;"Menos de 200 camas";3;1;4;0;72;3;1;3;0;2;1;3;0;0;6;0;0
2011;314,00;"200 - 500 camas";0;0;0;0;186;0;0;0;0;2;0;0;0;0;0;0;0
2011;720,00;"Menos de 200 camas";0;0;5;0;92;0;0;5;0;4;0;5;0;0;5;0;0
2011;721,00;"501 - 1000 camas";14;2;18;0;433;14;2;15;0;12;3;25;0;15;13;0;0
2011;485,00;"Menos de 200 camas";0;1;3;0;19;0;1;3;0;1;0;5;1;0;0;4;3
2011;273,00;"200 - 500 camas";4;1;12;1;236;4;1;11;1;3;0;1;0;0;13;0;0
2011;846,00;"200 - 500 camas";10;2;15;1;419;10;2;15;1;11;0;18;1;0;21;0;0
2011;847,00;"Menos de 200 camas";0;0;9;0;76;0;0;6;0;3;0;0;0;0;0;23;3
2011;848,00;"Menos de 200 camas";25;3;8;1;180;25;3;8;1;7;0;10;0;0;5;0;0
2011;864,00;"Menos de 200 camas";0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0
2011;916,00;"Menos de 200 camas";0;0;4;0;63;0;0;3;0;2;0;16;0;0;6;0;0
2011;930,00;"Menos de 200 camas";3;2;4;1;80;3;2;4;1;1;0;8;0;0;0;4;0
2011;954,00;"200 - 500 camas";14;3;11;0;262;10;3;10;0;5;2;20;0;0;12;0;0
2011;943,00;"Menos de 200 camas";5;1;5;0;92;5;1;5;0;3;0;8;0;0;8;0;0
2011;949,00;"Más de 1.000 camas";47;11;51;3;1234;42;9;42;3;15;7;101;0;8;41;0;0
2011;980,00;"Menos de 200 camas";14;2;6;1;116;14;2;6;1;3;0;7;0;0;6;0;0
2011;981,00;"Menos de 200 camas";0;0;5;0;35;0;0;5;0;1;0;1;0;0;12;8;2
2011;1024,00;"200 - 500 camas";14;2;16;1;165;9;2;14;1;2;0;26;0;0;0;14;0
2011;1017,00;"Menos de 200 camas";0;0;0;0;43;0;0;0;0;1;0;0;0;0;0;0;0
2011;1000,00;"Menos de 200 camas";0;0;12;1;155;0;0;9;1;3;0;34;0;0;7;0;0
2011;1018,00;"Menos de 200 camas";4;4;6;0;82;4;3;5;0;2;0;25;1;1;0;0;0
2011;1001,00;"Menos de 200 camas";7;2;10;1;49;4;2;8;1;2;0;0;0;0;0;0;0
2011;1007,00;"200 - 500 camas";12;7;12;0;258;12;6;10;0;10;2;18;30;0;0;20;4
2011;1008,00;"200 - 500 camas";8;3;7;0;177;7;3;7;0;8;0;17;0;0;0;20;0
2011;1009,00;"200 - 500 camas";11;8;13;0;219;11;5;11;0;6;0;39;16;0;18;0;0
2011;1010,00;"Menos de 200 camas";4;3;5;0;116;4;3;5;0;4;0;11;0;0;0;15;0
2011;1011,00;"Menos de 200 camas";4;2;4;0;87;4;2;4;0;3;0;9;0;0;18;0;0
2011;1012,00;"200 - 500 camas";8;8;9;0;175;6;6;7;0;5;0;23;0;0;0;13;0
2011;1013,00;"501 - 1000 camas";24;12;19;2;567;24;12;16;2;10;0;37;30;0;34;0;0
2011;1041,00;"Menos de 200 camas";0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0
2011;1073,00;"200 - 500 camas";12;6;10;1;110;12;6;10;1;3;0;2;0;0;12;26;0
2011;789,00;"200 - 500 camas";0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0
2011;326,00;"200 - 500 camas";0;0;0;0;315;0;0;0;0;0;0;0;0;0;0;0;0
2011;442,00;"Menos de 200 camas";4;3;9;1;89;4;3;9;1;2;0;4;0;0;7;7;0
2011;294,00;"Menos de 200 camas";2;1;5;1;118;2;1;5;1;1;0;6;0;0;1;0;0
2011;378,00;"Menos de 200 camas";3;2;5;0;59;3;2;5;0;1;0;1;0;0;0;3;0
2011;402,00;"Menos de 200 camas";0;0;7;1;48;0;0;7;1;3;0;0;0;0;0;0;0
2011;29,00;"Menos de 200 camas";0;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0
2011;450,00;"Menos de 200 camas";0;0;4;0;25;0;0;4;0;1;0;0;0;0;5;0;0
2011;656,00;"Menos de 200 camas";3;2;6;0;132;3;2;6;0;4;0;12;4;0;0;12;6
2011;333,00;"Menos de 200 camas";1;1;5;1;60;1;1;5;1;1;0;6;0;0;0;0;0
2011;668,00;"Menos de 200 camas";4;2;6;0;136;4;2;6;0;5;0;7;0;0;0;8;2
2011;684,00;"Menos de 200 camas";8;2;8;0;193;8;2;6;0;6;0;7;4;0;7;0;0
2011;422,00;"Menos de 200 camas";0;0;4;1;50;0;0;3;1;1;0;0;0;0;0;0;1
2011;763,00;"Más de 1.000 camas";59;13;33;2;1043;46;13;32;2;22;2;68;0;0;54;3;5
2011;741,00;"501 - 1000 camas";8;5;19;3;542;8;5;18;3;19;8;39;9;0;73;0;0
2011;553,00;"200 - 500 camas";14;6;11;1;351;14;6;11;1;6;1;22;0;0;6;0;0
2011;357,00;"Menos de 200 camas";0;0;6;0;160;0;0;6;0;2;0;0;0;0;0;12;0
2011;899,00;"Menos de 200 camas";0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0
2011;900,00;"Menos de 200 camas";0;0;2;0;7;0;0;2;0;1;0;0;0;0;2;0;0
2011;932,00;"Menos de 200 camas";0;0;2;0;15;0;0;2;0;0;0;0;0;0;0;0;0
2011;950,00;"Menos de 200 camas";0;0;1;0;6;0;0;1;0;1;0;0;0;0;0;0;0
2011;966,00;"Menos de 200 camas";2;4;1;1;72;2;4;1;1;2;0;0;0;0;0;0;0
2011;967,00;"Menos de 200 camas";0;0;0;0;10;0;0;0;0;0;0;20;0;0;0;0;0
2011;982,00;"Menos de 200 camas";3;1;5;1;65;1;1;5;1;4;0;0;0;0;4;0;2
2011;1014,00;"Menos de 200 camas";0;0;3;0;19;0;0;3;0;3;0;1;0;0;0;0;0
2011;1048,00;"Menos de 200 camas";0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
2011;1080,00;"Menos de 200 camas";9;2;7;1;93;6;2;6;1;2;0;6;0;0;0;5;1
2011;722,00;"501 - 1000 camas";72;3;27;2;863;70;3;27;2;13;2;54;0;0;12;8;2
2011;660,00;"200 - 500 camas";0;0;12;0;320;0;0;9;0;3;0;10;0;0;21;0;0
2011;75,00;"Menos de 200 camas";0;0;0;0;100;0;0;0;0;0;0;0;49;0;0;0;0
2011;249,00;"Menos de 200 camas";2;2;7;1;124;2;2;6;1;3;0;0;0;0;7;0;0
2011;275,00;"Menos de 200 camas";0;0;5;0;94;0;0;5;0;1;0;0;0;0;6;0;0
2011;227,00;"Menos de 200 camas";6;2;6;1;98;6;2;6;1;2;0;0;0;0;0;0;0
2011;150,00;"Menos de 200 camas";0;0;4;0;90;0;0;4;0;2;0;0;0;0;0;4;0
2011;47,00;"Menos de 200 camas";0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0
2011;172,00;"Menos de 200 camas";0;0;5;0;148;0;0;5;0;1;0;6;0;0;6;0;1
2011;581,00;"Menos de 200 camas";3;2;4;0;103;3;2;4;0;3;0;1;0;0;1;0;0
2011;120,00;"Menos de 200 camas";0;0;1;0;39;0;0;1;0;1;0;0;0;0;0;1;1
2011;445,00;"Menos de 200 camas";0;0;2;0;140;0;0;2;0;0;0;0;0;0;0;0;0
2011;471,00;"Menos de 200 camas";0;0;5;0;199;0;0;5;0;2;0;0;0;0;0;0;0
2011;53,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2011;199,00;"Menos de 200 camas";0;0;3;0;175;0;0;3;0;1;0;0;0;0;4;0;0
2011;575,00;"Menos de 200 camas";6;5;10;0;148;6;4;8;0;4;0;18;0;0;18;0;0
2011;528,00;"Menos de 200 camas";6;2;4;0;98;6;2;3;0;3;1;1;0;0;0;5;0
2011;631,00;"200 - 500 camas";10;2;6;0;283;10;2;6;0;12;3;12;0;0;0;6;0
2011;699,00;"200 - 500 camas";0;0;10;0;369;0;0;10;0;9;2;30;0;0;37;0;0
2011;823,00;"Menos de 200 camas";0;0;3;0;30;0;0;3;0;2;0;0;0;0;3;0;0
2011;849,00;"Menos de 200 camas";0;0;5;0;103;0;0;5;0;2;0;0;0;0;6;0;0
2011;869,00;"Menos de 200 camas";0;0;4;0;90;0;0;4;0;3;0;0;0;0;0;0;0
2011;955,00;"Menos de 200 camas";0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0
2011;983,00;"200 - 500 camas";0;0;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0
2011;1002,00;"Menos de 200 camas";0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0
